canonical	facet	parent_category	parent_source	provenance	confidence	aat_id	llm_note
black silk bobbin lace	material	(unrolled)	self	self	unrolled	300132861	
black silk chiffon	material	(unrolled)	self	self	unrolled	300249449	
black silk cisele velvet	material	(unrolled)	self	self	unrolled	300133711	
black silk cluny lace	material	(unrolled)	self	self	unrolled	300132861	
black silk cord	material	(unrolled)	self	self	unrolled	300014247	
black silk crepe	material	(unrolled)	self	self	unrolled	300183741	
black silk crepe gros de tour	material	(unrolled)	self	self	unrolled		
black silk gros de tour	material	(unrolled)	self	self	unrolled		
black silk jersey	material	(unrolled)	self	self	unrolled	300417884	
black silk lace	material	(unrolled)	self	self	unrolled	300132861	
black silk net	material	(unrolled)	self	self	unrolled	300249438	
black silk satin	material	(unrolled)	self	self	unrolled	300132902	
black silk taffeta	material	(unrolled)	self	self	unrolled	300249434	
black silk twill	material	(unrolled)	self	self	unrolled	300227915	
black silk velvet	material	(unrolled)	self	self	unrolled	300133711	
black slate	material	(unrolled)	self	self	unrolled	300011657	
black slipcase	material	(unrolled)	self	self	unrolled		
black smoke	material	(unrolled)	self	self	unrolled	300073252	
black snakeskin	material	(unrolled)	self	self	unrolled		
black soft ground	material	(unrolled)	self	self	unrolled	300015297	
black spanish blonde machine lace	material	(unrolled)	self	self	unrolled	300132861	
black steatite	material	(unrolled)	self	self	unrolled		
black stretch fabric	material	(unrolled)	self	self	unrolled		
black suede doublure	material	(unrolled)	self	self	unrolled		
black surface coating	material	(unrolled)	self	self	unrolled	300014907	
black synthetic crepe	material	(unrolled)	self	self	unrolled	300183741	
black synthetic tulle	material	(unrolled)	self	self	unrolled	300256611	
black taffeta	material	(unrolled)	self	self	unrolled	300249434	
black tape	material	(unrolled)	self	self	unrolled	300014685	
black thread	material	(unrolled)	self	self	unrolled	300014250	
black velour	material	(unrolled)	self	self	unrolled		
black velvet	material	(unrolled)	self	self	unrolled	300133711	
black velvet collar	material	(unrolled)	self	self	unrolled		
black velveteen	material	(unrolled)	self	self	unrolled	300227925	
black ware	material	(unrolled)	self	self	unrolled	300244578	
black wash	material	(unrolled)	self	self	unrolled	300011051	
black watercolor	material	(unrolled)	self	self	unrolled		
black watercolor additions by the artist	material	(unrolled)	self	self	unrolled		
black wax	material	(unrolled)	self	self	unrolled	300014585	
black wood case in shape	material	(unrolled)	self	self	unrolled	300056273	
black wool alaskine	material	(unrolled)	self	self	unrolled		
black wool boucle	material	(unrolled)	self	self	unrolled		
black wool crepe	material	(unrolled)	self	self	unrolled	300183741	
black wool flannel	material	(unrolled)	self	self	unrolled	300132886	
black wool gabardine	material	(unrolled)	self	self	unrolled	300403912	
black wool jacquard	material	(unrolled)	self	self	unrolled	300256616	
black wool jersey	material	(unrolled)	self	self	unrolled	300417884	
black wool ottoman	material	(unrolled)	self	self	unrolled	300021614	
black wool satin	material	(unrolled)	self	self	unrolled	300132902	
black wool twill	material	(unrolled)	self	self	unrolled	300227915	
black worsted flannel	material	(unrolled)	self	self	unrolled	300132886	
black-glazed	material	(unrolled)	self	self	unrolled		
black-on-red ware	material	(unrolled)	self	self	unrolled	300244578	
black-plate edition	material	(unrolled)	self	self	unrolled		
black-topped red ware	material	(unrolled)	self	self	unrolled	300244578	
black-white-grey silk tweed	material	(unrolled)	self	self	unrolled	300132867	
black.	material	(unrolled)	self	self	unrolled		
black/brown cut velvet	material	(unrolled)	self	self	unrolled	300133711	
black/multi figured satin	material	(unrolled)	self	self	unrolled	300132902	
black/red/green/aqua/cream polyester jersey	material	(unrolled)	self	self	unrolled	300417884	
blacksilk satin	material	(unrolled)	self	self	unrolled	300132902	
blackware	material	(unrolled)	self	self	unrolled		
blanket	material	(unrolled)	self	self	unrolled		
blanket stitch	material	(unrolled)	self	self	unrolled		
bleach discharge	material	(unrolled)	self	self	unrolled		
blind-tooled leather binding	material	(unrolled)	self	self	unrolled	300421867	
blond chantilly lace	material	(unrolled)	self	self	unrolled	300132861	
blonde	material	(unrolled)	self	self	unrolled	300400685	
blotting	material	(unrolled)	self	self	unrolled		
blouse: silk chiffon	material	(unrolled)	self	self	unrolled	300249449	
blown	material	(unrolled)	self	self	unrolled		
blown favrile glas	material	(unrolled)	self	self	unrolled		
blown flint glas	material	(unrolled)	self	self	unrolled		
blown glass element	material	(unrolled)	self	self	unrolled		
blown lead glas	material	(unrolled)	self	self	unrolled		
blown molded glas	material	(unrolled)	self	self	unrolled		
blown non-lead glas	material	(unrolled)	self	self	unrolled		
blown pillar molded lead glas	material	(unrolled)	self	self	unrolled		
blown three-mold glas	material	(unrolled)	self	self	unrolled		
blown three-mold lead glas	material	(unrolled)	self	self	unrolled		
blown three-mold non-lead glas	material	(unrolled)	self	self	unrolled		
blue & white wool plaid	material	(unrolled)	self	self	unrolled	300411863	
blue background	material	(unrolled)	self	self	unrolled	300056369	
blue ball point pen	material	(unrolled)	self	self	unrolled		
blue ball-point pen	material	(unrolled)	self	self	unrolled		
blue ballpoint pen	material	(unrolled)	self	self	unrolled		
blue bead	material	(unrolled)	self	self	unrolled	300261776	
blue chalk	material	(unrolled)	self	self	unrolled	300011727	
blue cloth	material	(unrolled)	self	self	unrolled	300162391	
blue clothbound book	material	(unrolled)	self	self	unrolled		
blue cobalt oxide	material	(unrolled)	self	self	unrolled		
blue color pencil	material	(unrolled)	self	self	unrolled	300410335	
blue colored pencil	material	(unrolled)	self	self	unrolled	300410335	
blue crackle glaze stoneware	material	(unrolled)	self	self	unrolled	300010672	
blue crayon	material	(unrolled)	self	self	unrolled		
blue cut velvet	material	(unrolled)	self	self	unrolled	300133711	
blue die-cut loose sheet	material	(unrolled)	self	self	unrolled		
blue direct gravure	material	(unrolled)	self	self	unrolled		
blue felt-tipped pen	material	(unrolled)	self	self	unrolled		
blue glas	material	(unrolled)	self	self	unrolled		
blue glitter	material	(unrolled)	self	self	unrolled	300183800	
blue gouache ground	material	(unrolled)	self	self	unrolled	300015297	
blue ink stamp	material	(unrolled)	self	self	unrolled		
blue laid paper v: black chalk	material	(unrolled)	self	self	unrolled	300011727	
blue learther	material	(unrolled)	self	self	unrolled		
blue leather insert	material	(unrolled)	self	self	unrolled		
blue lettering	material	(unrolled)	self	self	unrolled	300053342	
blue linen clamshell enclosure	material	(unrolled)	self	self	unrolled		
blue linen endpage	material	(unrolled)	self	self	unrolled		
blue metallic acrylic	material	(unrolled)	self	self	unrolled	300014426	
blue opaque watercolor	material	(unrolled)	self	self	unrolled		
blue paper title label adhered to the spine	material	(unrolled)	self	self	unrolled		
blue pastel	material	(unrolled)	self	self	unrolled	300311039	
blue peafowl	material	(unrolled)	self	self	unrolled		
blue pencil pen	material	(unrolled)	self	self	unrolled		
blue persian glaze	material	(unrolled)	self	self	unrolled	300015091	
blue pigment	material	(unrolled)	self	self	unrolled	300013182	
blue pigments.	material	(unrolled)	self	self	unrolled		
blue plaid cotton flannel	material	(unrolled)	self	self	unrolled	300132886	
blue polyester lining	material	(unrolled)	self	self	unrolled	300162124	
blue pressed lacy glas	material	(unrolled)	self	self	unrolled		
blue ribbon	material	(unrolled)	self	self	unrolled	300014668	
blue rowlux	material	(unrolled)	self	self	unrolled		
blue satin	material	(unrolled)	self	self	unrolled	300132902	
blue satin-covered protective board	material	(unrolled)	self	self	unrolled		
blue satin-covered slipcase.	material	(unrolled)	self	self	unrolled		
blue silk backing	material	(unrolled)	self	self	unrolled	300227764	
blue silk slipcase	material	(unrolled)	self	self	unrolled		
blue silk velvet	material	(unrolled)	self	self	unrolled	300133711	
blue underglaze decorative motif	material	(unrolled)	self	self	unrolled		
blue wash	material	(unrolled)	self	self	unrolled	300011051	
blue watercolor	material	(unrolled)	self	self	unrolled		
blue watercolor wash	material	(unrolled)	self	self	unrolled	300011051	
blue-black ink turning brown	material	(unrolled)	self	self	unrolled	300127490	
blue-gray	material	(unrolled)	self	self	unrolled		
blue-gray wash	material	(unrolled)	self	self	unrolled	300011051	
blue-green	material	(unrolled)	self	self	unrolled		
blue-green colored pencil	material	(unrolled)	self	self	unrolled	300410335	
blue-grey silk rep	material	(unrolled)	self	self	unrolled		
blue-line	material	(unrolled)	self	self	unrolled		
bluish gray	material	(unrolled)	self	self	unrolled	300129747	
boar's teeth	material	(unrolled)	self	self	unrolled	300400467	
boar's tusk	material	(unrolled)	self	self	unrolled	300011856	
boars tusk	material	(unrolled)	self	self	unrolled	300011856	
bobbin	material	(unrolled)	self	self	unrolled		
bobbin & needlepoint lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin applique lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin guipure	material	(unrolled)	self	self	unrolled		
bobbin lace applique	material	(unrolled)	self	self	unrolled		
bobbin machine lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin made lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin made tape lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin needlepoint lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin silk tape guipure lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin tape	material	(unrolled)	self	self	unrolled	300014685	
bobbin tape guipure lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin tape lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin-made	material	(unrolled)	self	self	unrolled		
bobbin-made chantilly lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin-made chantilly silk lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin-made guipure lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin-made honiton lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin-made lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin-made mercerized silk lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin-made milanese lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin-made reseau	material	(unrolled)	self	self	unrolled		
bobbin-made silk chantilly lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin-made spanish blond silk lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin-made tape lace	material	(unrolled)	self	self	unrolled	300132861	
bobbin-made valenciennes lace	material	(unrolled)	self	self	unrolled	300132861	
bobin lace	material	(unrolled)	self	self	unrolled	300132861	
bodice: pieced silk satin weave	material	(unrolled)	self	self	unrolled		
bodice: silk satin weave	material	(unrolled)	self	self	unrolled		
bohemian glas	material	(unrolled)	self	self	unrolled		
bohemian lace	material	(unrolled)	self	self	unrolled	300132861	
bohemian lace band	material	(unrolled)	self	self	unrolled		
bohemian waxwing	material	(unrolled)	self	self	unrolled		
bois satiné marquetry	material	(unrolled)	self	self	unrolled	300053853	
bolt	material	(unrolled)	self	self	unrolled		
bolts binding	material	(unrolled)	self	self	unrolled	300421867	
bonded wool doubleknit	material	(unrolled)	self	self	unrolled		
bone - whale	material	(unrolled)	self	self	unrolled		
bone button	material	(unrolled)	self	self	unrolled		
bone end knob	material	(unrolled)	self	self	unrolled		
bone fragment	material	(unrolled)	self	self	unrolled		
bone handle	material	(unrolled)	self	self	unrolled		
bone linen	material	(unrolled)	self	self	unrolled	300014069	
bone or antler	material	(unrolled)	self	self	unrolled	300011796	
bone or ivory?	material	(unrolled)	self	self	unrolled		
bone or tortoise	material	(unrolled)	self	self	unrolled		
bone or walrus tusk	material	(unrolled)	self	self	unrolled	300011856	
bone pin	material	(unrolled)	self	self	unrolled		
bone stick	material	(unrolled)	self	self	unrolled		
bone toggle	material	(unrolled)	self	self	unrolled		
bone?	material	(unrolled)	self	self	unrolled		
bonel	material	(unrolled)	self	self	unrolled		
bones or teeth	material	(unrolled)	self	self	unrolled	300400467	
boning	material	(unrolled)	self	self	unrolled		
book	material	(unrolled)	self	self	unrolled		
book box	material	(unrolled)	self	self	unrolled		
book box consist	material	(unrolled)	self	self	unrolled		
book cover & 8 page	material	(unrolled)	self	self	unrolled		
book covered in cloth	material	(unrolled)	self	self	unrolled	300162391	
book in aluminum case	material	(unrolled)	self	self	unrolled		
book loose in wrapper	material	(unrolled)	self	self	unrolled		
book mostly	material	(unrolled)	self	self	unrolled		
book page	material	(unrolled)	self	self	unrolled		
book painted	material	(unrolled)	self	self	unrolled		
book.	material	(unrolled)	self	self	unrolled		
booklet	material	(unrolled)	self	self	unrolled		
bookplate	material	(unrolled)	self	self	unrolled		
bookwith 52 photomechanically reproduced image	material	(unrolled)	self	self	unrolled		
both in a parchment paper covered box	material	(unrolled)	self	self	unrolled		
bottom is silk screen	material	(unrolled)	self	self	unrolled	300023393	
boucle	material	(unrolled)	self	self	unrolled		
boucle fabric	material	(unrolled)	self	self	unrolled		
bouclé	material	(unrolled)	self	self	unrolled		
bound in black morocco	material	(unrolled)	self	self	unrolled		
